x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0.78542,686.29198,1000.78065,-78.21922,0.00000,Entrée,-0.03629,-1.55135,5472.45827,-89185.18422,True,False,-1.57083
1.97160,290.74462,1000.99085,-196.64541,0.00000,N/A,0.35815,0.70090,5475.73842,-89185.20456,True,False,-3.94319
1.36195,-914.37253,1000.54811,-135.93223,-0.00000,Entrée,1.36170,-2.07731,5474.26905,-89186.57157,False,False,-2.72390
1.17247,114.17315,1000.73054,-117.02781,0.00000,N/A,2.40520,-2.32683,5475.86239,-89183.13973,True,False,-2.34493
1.82422,-893.39027,1000.95519,-182.06261,-0.00000,Entrée,0.37271,-0.21849,5471.54282,-89185.50289,False,False,-3.64843
2.46214,691.35133,1000.66887,-245.85727,0.00000,Slussen,2.68953,-3.42333,5473.03988,-89186.17005,True,False,-4.92428
1.44780,874.86835,1000.54334,-144.55452,0.00000,Entrée,1.87319,-0.27310,5470.69063,-89185.33870,True,False,-2.89559
1.95318,568.33280,1000.48425,-195.27913,0.00000,Slussen,1.82106,-3.41734,5473.50746,-89183.66656,True,False,-3.90636
0.87122,736.52240,1000.62578,-86.71656,0.00000,Entrée,0.87509,0.56092,5475.33871,-89186.72282,True,False,-1.74244
-0.28888,-1208.71647,1000.37350,29.10877,-0.00000,Brinnelvägen 8,-1.19540,0.66219,5473.04673,-89187.45368,False,False,0.57776
1.14576,-1497.53774,1000.68090,-114.36720,-0.00000,Lindstedsvägen 24,1.49723,-1.09481,5474.28338,-89186.14647,False,False,-2.29152
0.87893,-473.36059,1000.83344,-87.68113,-0.00000,Slussen,0.21266,0.70819,5473.30437,-89185.01488,False,False,-1.75787
-0.17421,1232.16429,1000.94546,17.88423,0.00000,Lindstedsvägen 24,0.07266,-0.84718,5472.61243,-89184.62723,True,False,0.34842
0.26876,-1912.19993,1000.58842,-26.62041,-0.00000,Östra stationen,0.26755,0.71363,5477.99742,-89186.45529,False,False,-0.53752
1.77646,-1429.45240,1000.29383,-177.41732,-0.00000,Lindstedsvägen 24,2.42718,-0.67653,5477.62521,-89186.75763,False,False,-3.55292
0.93834,-96.11937,1000.76709,-93.50270,-0.00000,N/A,-0.12404,-0.68089,5475.48255,-89187.18179,False,False,-1.87667
4.02228,-2131.54381,1000.55488,-401.78546,-0.00000,KTH Biblioteket,4.78345,-4.24289,5473.92625,-89188.63834,True,False,-8.04457
0.59817,1052.35004,1000.61667,-59.32601,0.00000,Brinnelvägen 8,0.23006,0.72535,5472.78778,-89186.14238,True,False,-1.19634
0.88331,-192.07290,1000.26515,-88.23607,-0.00000,N/A,0.71644,-3.00011,5474.54399,-89183.69127,False,False,-1.76663
0.64849,-587.28348,1000.34659,-64.62610,-0.00000,Slussen,0.38710,-1.41663,5477.61095,-89185.73298,False,False,-1.29698
-0.11103,-1766.64753,1000.37707,11.23554,-0.00000,Östra stationen,-1.75926,-1.57834,5473.77553,-89185.54012,False,False,0.22207
2.18413,1303.68219,1001.03068,-218.00908,0.00000,Brinnelvägen 8,1.71537,-1.22892,5474.91382,-89186.23812,True,False,-4.36826
0.06145,87.15747,1000.66369,-5.84996,0.00000,N/A,0.06820,0.64693,5475.32167,-89185.34173,False,False,-0.12289
1.11333,-775.57955,1000.69822,-110.95117,-0.00000,Entrée,0.86339,-4.05187,5472.84452,-89185.98144,False,False,-2.22667
0.82102,70.45418,1000.61835,-81.76798,0.00000,N/A,-0.45214,-1.15382,5476.80867,-89187.01148,False,False,-1.64203
0.97362,436.08742,1000.64785,-97.10708,0.00000,Slussen,0.98343,-1.41451,5472.65104,-89185.12937,True,False,-1.94724
0.32695,686.29813,1000.95689,-32.44229,0.00000,Entrée,4.00628,-0.79645,5471.45493,-89185.03226,True,False,-0.65390
0.14534,1142.22831,1000.50224,-14.33711,0.00000,Brinnelvägen 8,1.40931,2.07723,5476.25469,-89185.08695,True,False,-0.29068
-0.06435,1289.40098,1000.45162,6.64631,0.00000,Lindstedsvägen 24,0.06711,-0.55628,5477.62466,-89186.18440,True,False,0.12870
-0.19589,1063.55382,1000.91931,20.12488,0.00000,Brinnelvägen 8,-1.04306,-1.06476,5473.66931,-89185.62918,False,False,0.39179
0.83266,-637.47223,1000.48459,-83.10417,-0.00000,Slussen,1.32515,-0.29364,5473.66671,-89185.86839,False,False,-1.66533
0.64979,-1027.43720,1000.60010,-64.76451,-0.00000,Entrée,0.44390,-0.29569,5472.72547,-89186.60121,False,False,-1.29958
2.20849,-1678.89628,1000.68298,-220.60224,-0.00000,Östra stationen,3.74066,-2.56007,5473.64170,-89186.23913,False,False,-4.41697
-0.71168,1266.56745,1000.94935,71.70129,0.00000,Lindstedsvägen 24,-0.43351,0.26212,5475.56973,-89186.54511,False,False,1.42336
1.74399,-41.48153,1000.87396,-174.03539,-0.00000,N/A,2.05415,0.02248,5476.94321,-89186.47832,True,False,-3.48798
1.77824,-132.85704,1000.58754,-177.71090,-0.00000,N/A,0.65220,-1.47514,5474.41438,-89186.38962,True,False,-3.55649
1.75253,-742.50221,1000.24641,-175.14846,-0.00000,Entrée,1.81351,-2.66203,5473.52376,-89184.13921,True,False,-3.50506
0.35030,945.77503,1000.86911,-34.59468,0.00000,Brinnelvägen 8,-1.15452,-1.46047,5474.03611,-89183.11056,True,False,-0.70060
0.78612,-1375.78624,1000.61595,-78.32234,-0.00000,Lindstedsvägen 24,-0.08948,-1.77761,5476.99874,-89184.98228,False,False,-1.57224
1.67922,-1583.35897,1000.79461,-167.69525,-0.00000,Östra stationen,1.71782,-3.16523,5472.77412,-89185.62329,False,False,-3.35845
0.82472,-2032.02397,1000.44360,-82.33019,-0.00000,KTH Biblioteket,1.28764,-0.60364,5473.65087,-89185.45281,False,False,-1.64943
0.16145,1390.50933,1000.37128,-16.07437,0.00000,Lindstedsvägen 24,0.68861,0.87929,5475.39688,-89185.52098,True,False,-0.32289
1.97748,-646.41787,1000.96991,-197.20120,-0.00000,Entrée,2.20675,-1.62324,5472.54393,-89184.30015,True,False,-3.95496
-0.72685,748.33437,1000.82419,72.98247,0.00000,Entrée,-1.56609,-0.07239,5475.05436,-89188.16847,False,False,1.45370
0.71920,-16.98292,1000.83225,-71.60186,-0.00000,N/A,-2.16640,1.96895,5474.25848,-89186.59167,False,False,-1.43841
0.85143,-744.65625,1000.60381,-84.90441,-0.00000,Entrée,0.46774,-1.35779,5478.59882,-89187.98379,False,False,-1.70286
0.77422,-1455.81433,1000.54303,-76.93389,-0.00000,Lindstedsvägen 24,2.40586,-2.17757,5472.64300,-89188.45143,False,False,-1.54845
0.47565,-201.80996,1000.27613,-47.35087,-0.00000,N/A,1.12831,-1.35666,5477.81096,-89184.19025,False,False,-0.95129
0.49765,-147.32481,1000.57157,-49.40053,-0.00000,N/A,-1.26390,-0.56471,5474.77408,-89186.41394,False,False,-0.99530
2.00532,1689.23194,1000.42437,-200.43391,0.00000,Lindstedsvägen 24,0.67905,-1.09565,5475.52881,-89186.56650,True,False,-4.01063
2.48575,-367.71546,1000.33524,-248.40122,-0.00000,Slussen,2.74462,-2.70692,5475.07205,-89186.42336,True,False,-4.97150
1.89098,1134.42345,1000.39882,-188.88699,0.00000,Brinnelvägen 8,2.01108,-1.47044,5478.35608,-89186.31931,True,False,-3.78197
-0.33845,1934.72413,1000.78489,34.23224,0.00000,KTH Biblioteket,-1.43864,0.92562,5472.50952,-89183.76853,True,False,0.67689
0.76625,-222.76721,1000.09312,-76.60443,-0.00000,N/A,3.20794,-2.96996,5474.22394,-89185.40563,False,False,-1.53250
0.80300,451.02922,1000.82846,-79.83629,0.00000,Slussen,1.27404,-2.94885,5471.58608,-89186.08059,True,False,-1.60600
0.91910,-655.04916,1001.13849,-91.47493,-0.00000,Slussen,1.47308,0.15024,5471.04882,-89183.75528,False,False,-1.83820
1.28650,691.14461,1000.58600,-128.23893,0.00000,Slussen,-1.16044,0.63758,5474.99730,-89186.55414,True,False,-2.57300
0.41065,879.84491,1000.51279,-40.88118,0.00000,Entrée,0.22100,-0.57662,5477.29561,-89185.18837,True,False,-0.82131
0.76241,227.24808,1000.27735,-76.17542,0.00000,N/A,2.40314,1.37027,5473.53309,-89182.99314,False,False,-1.52483
1.98798,-705.85092,1000.36982,-198.52579,-0.00000,Entrée,0.95478,0.47488,5474.35191,-89185.09046,True,False,-3.97596
-0.32206,850.50362,1000.90842,32.50663,0.00000,Entrée,-2.04595,0.39633,5473.29417,-89184.88039,False,False,0.64412
1.42124,-356.66778,1000.60981,-141.93367,-0.00000,Slussen,-0.21106,-2.18889,5480.04555,-89187.79630,True,False,-2.84247
2.69914,-325.04308,1000.54324,-269.80183,-0.00000,Slussen,0.52594,0.10181,5474.09770,-89185.68985,True,False,-5.39829
0.48931,1511.17049,1000.49887,-48.48260,0.00000,Lindstedsvägen 24,1.19875,0.37031,5473.01829,-89185.90277,True,False,-0.97862
-0.12350,-1334.11361,1000.78693,12.63930,-0.00000,Brinnelvägen 8,-0.83874,1.92220,5473.67420,-89189.34970,False,False,0.24700
1.39936,-1012.83023,1000.84107,-139.49537,-0.00000,Brinnelvägen 8,0.81843,-2.27321,5472.07559,-89185.58725,False,False,-2.79872
1.75899,-74.77475,1000.45908,-175.66165,-0.00000,N/A,-1.23440,0.01139,5474.48755,-89185.48391,True,False,-3.51797
1.59368,-1137.94692,1000.54023,-159.11723,-0.00000,Brinnelvägen 8,1.76982,-1.57334,5477.10422,-89186.33735,False,False,-3.18736
0.36729,1737.85255,1000.74335,-36.46483,0.00000,Östra stationen,-0.02553,-0.38586,5474.49421,-89186.78279,True,False,-0.73458
1.20280,-1144.26848,1000.73657,-120.09077,-0.00000,Brinnelvägen 8,3.95564,-1.79367,5472.63711,-89185.40317,False,False,-2.40559
2.20204,-931.94359,1000.57759,-220.03677,-0.00000,Brinnelvägen 8,2.27076,-3.94783,5473.96373,-89183.16659,True,False,-4.40407
2.73571,-2209.22538,1000.89484,-273.37098,-0.00000,KTH Biblioteket,3.29510,-2.48923,5473.39502,-89185.77983,False,False,-5.47142
-1.21169,5.03244,1000.98833,121.50660,0.00000,N/A,-2.20029,2.01680,5475.00125,-89186.05775,False,False,2.42339
-0.09251,-1406.92575,1000.78427,9.52873,-0.00000,Brinnelvägen 8,-0.36101,-0.83592,5476.35451,-89186.71636,False,False,0.18502
0.59901,-909.26456,1001.04323,-59.43472,-0.00000,Entrée,-1.01476,-2.10362,5474.80878,-89186.74819,False,False,-1.19802
0.45965,1121.38059,1000.82974,-45.67828,0.00000,Brinnelvägen 8,1.79459,-0.55052,5477.18571,-89188.61249,True,False,-0.91930
2.08697,-1293.14183,1000.28636,-208.51245,-0.00000,Lindstedsvägen 24,3.21912,-2.50022,5475.25752,-89184.39871,False,False,-4.17394
1.80168,-1143.03471,1000.56708,-179.63568,-0.00000,Brinnelvägen 8,2.43585,-1.19082,5474.34500,-89186.79084,False,False,-3.60335
1.23866,475.77374,1000.80570,-123.62419,0.00000,Slussen,-0.66577,0.19108,5473.48563,-89185.74285,True,False,-2.47733
-0.77598,-894.86338,1000.62576,78.06184,-0.00000,Entrée,-1.90181,-0.70724,5475.07978,-89187.76263,False,False,1.55196
1.97300,71.44481,1000.27757,-197.24778,0.00000,N/A,1.96524,-2.23933,5475.98522,-89187.25063,True,False,-3.94601
1.32531,1478.71432,1000.48619,-132.26833,0.00000,Lindstedsvägen 24,1.17932,-1.55670,5476.92576,-89185.70375,True,False,-2.65061
0.84279,-359.98568,1000.72589,-84.03108,-0.00000,Slussen,0.06856,2.00699,5471.82039,-89186.08568,False,False,-1.68558
1.72732,-970.96869,1001.24626,-172.15737,-0.00000,Brinnelvägen 8,1.64431,-2.22287,5471.40257,-89185.80736,False,False,-3.45464
-0.00829,1277.48722,1000.51445,1.06122,0.00000,Lindstedsvägen 24,0.70889,0.14931,5472.72340,-89185.83430,True,False,0.01658
2.13702,289.45658,1000.63326,-213.50928,0.00000,N/A,1.24425,-2.76141,5472.74852,-89186.30240,True,False,-4.27403
0.37108,326.74723,1000.46888,-36.89652,0.00000,Slussen,0.48406,-0.17327,5473.81941,-89187.34992,False,False,-0.74216
2.17803,-767.84924,1000.67426,-217.42844,-0.00000,Entrée,2.80373,-3.73627,5473.48306,-89185.17028,True,False,-4.35607
1.87729,-181.69592,1000.25426,-187.51893,-0.00000,N/A,-0.95053,-1.06359,5474.89582,-89184.66635,True,False,-3.75458
2.12350,-761.83327,1000.96994,-211.93862,-0.00000,Entrée,1.72121,0.00402,5475.13293,-89186.06873,True,False,-4.24700
0.05593,-1274.04516,1000.59586,-5.11350,-0.00000,Brinnelvägen 8,1.28354,-2.20824,5473.76768,-89186.31755,False,False,-0.11185
0.07091,512.68889,1000.67020,-6.63451,0.00000,Slussen,0.25739,-1.03976,5474.29036,-89186.46664,False,False,-0.14182
2.24282,115.23261,1000.06368,-224.26626,0.00000,N/A,4.04737,-3.63028,5475.05935,-89187.94053,True,False,-4.48564
1.73896,-241.84418,1000.25110,-173.70815,-0.00000,Slussen,3.52062,-2.03598,5475.59767,-89187.99048,True,False,-3.47793
1.86586,-433.79979,1000.86055,-186.14037,-0.00000,Slussen,3.67815,-2.11457,5474.17535,-89184.08056,True,False,-3.73173
0.62928,1847.64379,1000.70615,-62.76952,0.00000,Östra stationen,0.95413,-1.35286,5474.82806,-89185.71962,True,False,-1.25856
0.89443,-490.49636,1000.36387,-89.24674,-0.00000,Slussen,3.26555,1.29488,5473.68521,-89183.70827,False,False,-1.78886
1.21766,-18.92574,1000.80394,-121.35180,-0.00000,N/A,-1.96856,-3.19162,5478.61837,-89188.58410,True,False,-2.43531
1.52947,-770.57877,1000.95959,-152.43581,-0.00000,Entrée,0.74962,-1.31894,5474.60018,-89185.41541,False,False,-3.05894
-0.21842,1339.43563,1000.37923,21.98945,0.00000,Lindstedsvägen 24,0.58357,0.78430,5474.61716,-89187.40586,True,False,0.43685
1.91019,-1780.49754,1000.80235,-190.56901,-0.00000,Östra stationen,2.33322,-0.33079,5474.75235,-89188.00918,False,False,-3.82037
1.32352,732.13842,1000.76176,-132.15637,0.00000,Entrée,0.91656,-0.24593,5476.65160,-89186.66783,True,False,-2.64704
2.11407,-1639.24961,1000.46562,-211.16257,-0.00000,Östra stationen,2.96405,-2.02053,5475.08175,-89185.65216,False,False,-4.22814
1.13794,2057.20517,1000.98291,-113.49432,0.00000,KTH Biblioteket,1.84016,0.60316,5472.04731,-89186.80988,True,True,-2.27589
-0.15667,814.68173,1000.69787,15.97175,0.00000,Entrée,-1.29008,-1.68165,5475.13577,-89187.19940,False,False,0.31334
2.35463,-344.30534,1000.57826,-235.26132,-0.00000,Slussen,1.83537,-3.01366,5478.79259,-89185.18322,True,False,-4.70926
1.00908,-260.06872,1000.38055,-100.74632,-0.00000,N/A,1.40938,-0.64477,5473.05131,-89186.27582,False,False,-2.01816
1.32569,906.14211,1000.24194,-132.50738,0.00000,Entrée,0.87924,-2.32117,5475.68503,-89185.91750,True,False,-2.65138
-0.59367,-763.19026,1001.16788,59.90028,-0.00000,Slussen,-0.51915,0.66831,5474.76976,-89187.73972,False,False,1.18734
1.34622,846.61587,1000.55852,-134.13980,0.00000,Entrée,0.98603,1.49977,5472.32149,-89185.07835,True,False,-2.69244
